pathway_size	DIS_genes	DIS_genes_add	rawp_score_max	rawp_wald_max	rawp_lr_max	rawp_score_sum2	rawp_wald_sum2	rawp_lr_sum	adjp_score_max	adjp_wald_max	adjp_lr_max	adjp_score_sum2	adjp_wald_sum2	adjp_lr_sum	pathway	address	genes
977	  39	NA	NA	0.488737	0.4380325	0.463511	0.3898435	0.307081	0.338189	1	1	1	1	1	1	GO_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	CD274 LGALS9 RIPK3 GPAM PYCARD TMIGD2 PDCD1LG2 IL12RB1 IL4 IGFBP2 CD86 JAK3 IGF2 CASP3 PRKAR1A FOXP3 RC3H1 IL23A IL23R TNFSF4 HMGB1 IL2RA PYDC1 IL2 SLAMF1 FADD CLC ICOSLG EPO IGF1 HHLA2 TNFSF9 PRNP IDO1 BTN2A2 AGER STAT5B IL12B IL18
978	 207	NA	NA	0.91811	0.91811	0.361431	0.668421	0.437977	0.512964	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_HOMEOSTATIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_HOMEOSTATIC_PROCESS	HTT HMGB2 RAD50 AVPR1A HAP1 P2RX3 CCR2 BAK1 AGTR2 GSTM2 CASQ2 FCRL5 TAC1 SEC24A ARRB1 P2RX5 CTNNB1 XCL1 MED1 ABAT LACRT SNCA MAP2K7 BMP4 NEK7 NBN PLA2G6 ACD PTGER3 ADAM8 PNKP HNRNPA1 APLN TINF2 TRDN CCT4 MAPK1 NCKAP1L TACR1 F2 GNL3 WRAP53 ZNF16 INPP5K ISG15 HNF4A SRI AURKB ATM DRD1 P2RX7 CCT6A SLC30A2 PPARGC1A SMARCA4 EDN1 F2R OXCT1 GHRL CCT5 KNG1 INHBA AGT GATA1 RTEL1 TGFB1 JPH2 PPARGC1B PLA2G4A HLA-DRB1 CXCL11 CXCR3 EDNRB PDX1 TNFSF11 GATA2 CCT2 ANKRD54 NPSR1 ATR ATRX BDKRB1 TCP1 CXCL9 FSHB CALM3 TRPC3 AKAP6 METRNL PIH1D1 DRD2 P2RX2 ACVR1B IL1B RFX6 PDPK1 ERCC1 CNR1 P2RX4 TRPC1 TMEM27 GPLD1 TRPM4 TNFRSF11A SLX1A CCL5 AVP NPC1 PTGS2 ATP6AP1 CFTR DHX36 NR1H3 PHPT1 MAPK11 ARNT NPPB EDNRA CRH RYR2 CALM1 ANXA1 LGALS9 MC4R POT1 TGFB2 TRPV4 TEX101 PPP3CB CLIC2 NEK2 HLA-DRB5 CA2 THY1 MAPK14 CCT8 FKBP1A F2RL3 CCT7 TFRC PLA2G1B OBFC1 ASPH PRKCQ NTSR1 BAD MAPK3 SMAP1 SMARCB1 PLCG1 FOXO3 CALM2 AKAP5 PTGER4 TAL1 FKBP1B KIAA1199 KDM1A GCG PRMT1 GPR27 MAPKAPK5 SYK NR1D1 ACOX1 TMEM64 MAP3K4 HIF1A TNF OXT CXCL10 ID2 IL13 ADCYAP1R1 MAPK15 TNKS SPP1 VSNL1 NPR1 PML GSTO1 GPR68 ANO1 SLC22A5 ETS1 HMBOX1 CAPN3 HCAR2 SLC27A1 ACVR2A CA7 SLX4 DKC1 BAX DRD3 CAV1 STX4 CD4 TNKS2 PKD2 NCOA6 MRE11A SLX1B FAM132A CCT3 C2CD2L ABL1
979	  10	NA	NA	0.4377325	0.4377325	0.4377325	1	1	1	1	1	1	1	1	1	GO_RESPONSE_TO_GRAVITY	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_GRAVITY	PTAFR STX1A SPARC NOX3 CBLB FOSL1 BGLAP FOS MSTN MYOG
980	  17	NA	NA	0.5790585	0.5790585	0.5790585	0.5790585	0.5790585	0.5790585	1	1	1	1	1	1	GO_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	HLA-E IL6 TNFSF4 TRAF6 STX4 VAMP3 IL5 IL2 CD40 TMBIM6 TNFRSF4 CD40LG TRAF2 RBP4 TNF IL33 XBP1
981	  24	NA	NA	0.6279505	0.6279505	0.6279505	0.6279505	0.6279505	0.6279505	1	1	1	1	1	1	GO_ACETYL_COA_METABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ACETYL_COA_METABOLIC_PROCESS	DLD DLST MLYCD PDHX ACSS2 PDHA1 ACOT12 PMVK ACSS1 MVD PIPOX ACLY MVK KYNU TDO2 NUDT7 ACACB PDHA2 AADAT FASN ACACA DLAT PDHB AASS
982	  11	NA	NA	0.492605	0.492605	0.492605	1	1	1	1	1	1	1	1	1	GO_CREATINE_METABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CREATINE_METABOLIC_PROCESS	CKM CKMT2 GATM CKMT1B STAT5A GAMT GHR SLC6A8 CKB STAT5B CKMT1A
983	 738	NA	PFN1 SETX VCP UBQLN2 ATXN2 CHMP2B	0.9496035	0.941413	0.939703	0.9815545	0.959661	0.9698725	1	1	1	1	1	1	GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	CDC42EP1 EP300 ARHGEF15 LCP1 NCKAP1L EPHA2 STAP1 ARHGEF5 PAK1 SSH2 SMPD3 TMEFF2 RAB33A RAF1 SPTY2D1 CCR7 XPA HSPA1A TBC1D20 MAPRE1 P2RX7 EPHA3 INSM1 HNF4A ATM ARFGEF1 FRMD7 SMAD3 GREM1 DCDC2 PTEN WNT7A TBX20 COL16A1 PVRL1 SPTBN5 ANKRD27 F2RL1 CDC42 ROBO2 CDH17 PINK1 NCK1 RAB20 PROX1 SNX9 S1PR1 HTT SPTBN2 VDAC2 RPA3 CDC42EP3 LRRC24 CHMP5 TRIM37 PODXL SRC EIF2AK2 LDB1 TBC1D12 VPS37B INSIG1 RNF4 WHAMM BMP10 CDK5RAP2 CHD1L LATS1 MECP2 BIN3 PPM1F PFN1 RPS3 CYLD TMEM27 SPTAN1 ARFIP2 IFT88 PSRC1 CDH2 ADD1 STXBP6 BAIAP2L1 ERCC1 TUBGCP5 PYDC1 ATXN2L WIPF3 ADAMTS16 TBC1D22B SLC9A1 GSN CAV3 SHANK1 LPHN3 DDB2 TWF1 SSH3 TBC1D16 BIK TBC1D22A STAM TNFRSF1A SERPINF2 IMPACT RHOD FHOD3 TBC1D24 ARHGAP18 PYCARD DLG1 SNCAIP RB1 FLOT1 VDAC3 REST DDX3X PARK2 PSMC6 HRAS SNF8 TWIST1 IRF8 ASAP3 MMP14 USP17L2 FKBP4 ARPC1A PRKCQ RPA2 KDR CORO1A LRRTM2 NTRK2 RABGAP1 DLC1 BAIAP2L2 PSMC2 PFN2 DNM3 KIAA0947 PEX5 ARHGEF10 RBM14 BBC3 TMOD4 LDB2 MYOC TRIM27 ZMYND8 RALA CDC42EP2 LRTM1 TBC1D7 ACVRL1 KIAA1731 SETX RAC1 SYNDIG1 VEGFA PIP4K2C SLITRK1 GTF2H3 IDE LMOD2 HDAC4 PLK4 SLIT2 FAF1 EPS8L2 TMOD2 MIEN1 CDC42EP5 INS PSMC1 PMAIP1 ACTR2 FAM21C VPS4B FAM178A LCMT1 SGSM3 EPHB3 EPHB1 HYAL1 LRRTM1 IFT20 CLIP1 FOSL1 CHRNB2 TBC1D15 PICK1 LMOD3 GFAP WIPF1 FEZ1 BCL2L11 FBLIM1 MSN CORO1B FLRT3 NLGN1 MUSK WNT11 TWF2 KCTD17 SPIRE2 ZNF451 WASL JMY RLTPR RAB33B MAPK9 GRB2 TAL1 CLSTN3 PREX1 SOST FES WNT4 MAGI2 CNOT6L PRKCA RBX1 TMC8 APC KIF9 ATAT1 ACTR3 SCIN EVI5L BAG5 AP1AR NOTO BIRC2 BBS4 NLGN2 SACS DAG1 RAPGEF1 TBC1D10B OXTR RAB17 EVI5 PAN2 ANKRD32 FNIP2 SEC24B EIF4EBP1 BCAS3 ROCK2 CTTN BAIAP2 GAP43 PRKACA SOX9 BDNF ARHGAP6 VCP NLGN3 SPTBN4 BRAF ERCC4 NF2 CHGA BAI1 CTGF TFIP11 CHMP1A DNAJC15 SVIP MEF2C NCKAP1 GHSR TRIM9 LRTM2 SDC1 GTF2H5 PIP4K2A DAB2IP DNAJB8 TAC1 SLIT1 HJURP FUZ RAB5A PPFIA1 DACT1 NCL BCLAF1 CBLN1 DNAJA4 HMGB1 WNT1 RRN3 PATL2 TBC1D17 EFNA5 NR1H2 PIH1D1 TBC1D19 CNOT2 GTF2H4 HNF1A TBC1D3 PTK2 UNC13B TERF1 CBLN2 SNAI2 NPM1 FEZ2 PAXIP1 HIST3H3 ARF1 NPHS1 RPL13A BLK VIL1 PLD1 BAG4 TPM1 RHOA SRF IKBKB UBQLN1 RAB3GAP1 GNB2L1 CNOT1 HRK CORO1C CYR61 TBCD NKX2-5 SLITRK2 ID1 ICAM1 SPTA1 BID ARL2 SPTB PKP2 BMP7 CCL21 TSC1 DDB1 CDKN1B OPRD1 PCDH17 NSMAF CDC42EP4 RAB7A EPHB2 TBC1D10C WAS CAPZA2 FMN1 KIF14 CREB1 SIX4 SHQ1 NOX4 TMOD1 ACTR3C TSG101 STX1A CD36 MTOR ACE2 LRRN1 ATP8B1 CDC34 AMIGO3 FARP2 TBC1D2B LIMK1 AIM2 TEK CYFIP1 NCK2 ARPC2 TBC1D5 CAPZA3 LRRC16A RDX SH3YL1 HNF1B FNIP1 CHMP1B APOA1 RALB SLITRK3 RHOQ TRAF3IP1 BHLHB9 STXBP1 PRKAA1 ARPC1B HCK DNAJB1 ATG3 IFT140 EPS8 ATF7IP RAP1B HEY2 LIMS1 IQGAP2 GMFG HSPA8 APOE PIKFYVE ERCC3 ATG5 TBC1D1 SLC39A12 PIK3R1 UBQLN2 PTK2B PRKCD LMO4 XAF1 CUL4A PAK3 MYO10 ARAP1 KIRREL MYADM FSCN1 SNCA LINGO2 CLSTN1 SH3GLB1 EPB41L5 CLSTN2 SORL1 PLK2 CHMP3 CCL26 RAC2 SYNPO NTRK3 CSF2 SSH1 ORMDL2 LRRC4B CLRN1 AMIGO2 PTPN11 ATR ESPN RHOG PARP10 IL5 CCL11 CAPZA1 TGFBR1 SMPD2 TPPP TPR KISS1R PMEPA1 PSMC5 SNAI1 SLAIN2 ADNP PDLIM5 MMP3 GRIN1 EPHA1 MACF1 CAND1 CSF3 UBE2V2 SORBS3 HSPA2 EDN1 TUBGCP3 MTMR3 NRXN1 STX1B CTNNBIP1 TLR4 MPP7 LRSAM1 TBC1D13 TGFB1 TBC1D2 TRIOBP AGT BAI2 FAM110C INPP5J TUBGCP4 AMIGO1 VPS41 NOTCH1 PALM FHOD1 MITF TACSTD2 CNOT6 MYO1C NCLN WASF2 DNAJB2 SPICE1 MAP4 ARF6 TMOD3 FER PTPRJ SENP6 ERCC5 LCAT PSMC4 TBC1D9B PRKCZ NTRK1 STMN2 PDCD6IP MMP1 NEURL TAF1 KLF5 BAX HRG VPS4A WDPCP MEFV BBS10 SEPT9 AMOT VILL LRRN3 MED25 MNS1 PPP2R5B RICTOR ORMDL1 SLITRK5 CRBN CAV1 PEX14 TLR6 TNF DPYSL3 PFN4 DNAJB6 LPHN1 SLK CENPJ FMR1 PARP1 FLRT1 STMN1 LMOD1 RAPGEF3 ARPC3 TBC1D10A KANK1 GPR65 MKKS CEP76 CLDN7 OXT GJA1 ARPC5L TBC1D8 PIEZO1 PLEK LRRK2 PPP1R16B RCC2 CHMP2A BMF THBS2 GBP5 TUBGCP2 PLA2G6 ULK1 PFN3 RAB3GAP2 TCHP SCFD1 AGRN LPPR5 S100A10 INPP5K FZD5 TACR1 HCLS1 SLITRK4 SIRT2 HCFC1 EPHA7 PSMC3 CAPZB MAPT AVIL USP6NL AKAP13 HSPA1B PPP1R9A SAMD8 CHMP4A RAB1B HAP1 CTNNB1 ALOX15 EML2 CXCL13 DAPK3 VPS18 THBS1 WNT10B SGK1 CHMP4C PHF23 NUDT16 TBC1D14 PPM1E GTF2F2 CAPG CCDC151 RNF5 ROCK1 PHLDB1 LRRTM3 BCL11A ADD2 CLU ABI2 SMAD6 HAS3 ATXN2 GPM6B CCL24 ACTR3B RAPGEF2 BRCA1 GHRL SWAP70 EVL PLXNB3 BAI3 PARK7 RAP1GAP TUBGCP6 SELP SIX1 ALMS1 EPS8L1 WASF1 ERCC2 GTF2H1 FAM154A GSK3B CHMP2B WNT5A NRXN3 AMBRA1 DNM2 TPBG EEF2K CUX2 TP53 SDC4 PAN3 STUB1 PHLDB2 ARFIP1 SLITRK6 ACE PPM1A RGS2 EZR THRA SPIRE1 SUMO1 SFRP1 CUL4B GTF2H2 RAP1A C15orf62 DKK1 CCK SPTBN1 FNBP1L COBL FAS MYLK3 SRPX2 C15orf38 MDM1 KIAA1324 WIPF2 CHMP4B GPBAR1 BRK1 SDCBP NAPA ODF2 ABL1 IGJ TBC1D30 TGFB3 LPAR1 PRKCH PIP4K2B TBC1D21 STX18 FLRT2 COLQ ARPC4 HDAC6 PLK1 VPS16 KIT HAX1 RASA1 GMFB HSP90AA1 CLIP3 PTGER4 MTM1 MLST8 ARPC5 VASP PRKCE ITGB1BP1 DNM1L JUN APOD GPM6A CCL19 RPA1 MTPN
984	  15	NA	NA	0.6163105	0.6163105	0.6163105	1	1	1	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	APOB LPL CSF1 PRKCH AGT NFKB1 PLA2G2A PLA2G10 CSF2 AGTR1 MAPK9 CD36 MSR1 PF4 ALOX15B
985	  56	NA	HFE	0.0977485	0.145186	0.1606665	0.1345835	0.161752	0.157085	1	1	1	1	1	1	GO_IRON_ION_TRANSPORT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_IRON_ION_TRANSPORT	ATP6V0A1 ATP6V1F SLC40A1 MFI2 ATP6V1H HFE ATP6V0D2 TTYH1 ATP6V1E1 LMTK2 STEAP4 ATP6V1C1 FTHL17 ATP6V1G1 RAB11B HEPH ATP6V1E2 STEAP3 IREB2 FTL ATP6V0A2 TF MCOLN1 ATP6V1B1 PVRL1 TCIRG1 ATP6V1B2 FTMT SFXN1 STEAP2 REP15 SLC11A2 ATP6AP1 DNM2 STEAP1 ATP6V1D ATP6V1A SLC39A14 ATP6V0D1 ATP6V0B TFR2 ATP6V1G3 PICALM STEAP1B FTH1 SCARA5 CLTC ATP6V0A4 ATP6V1C2 TFRC SLC11A1 ATP6V1G2 ATP6V0E1 ATP6V0C ATP6V0E2 SLC25A37
986	  17	NA	HFE	0.691802	0.691802	0.691802	1	1	1	1	1	1	1	1	1	GO_REGULATION_OF_RECEPTOR_BINDING	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_RECEPTOR_BINDING	RUVBL2 NKX3-1 ADIPOQ IL10 NRP1 PLCL1 CRTAC1 GREM2 PLCL2 ANXA2 B2M LEF1 ADAM15 NOG MMP9 HFE PTPRF
987	  37	NA	NA	0.364083	0.202636	0.228522	0.284124	0.1671465	0.184435	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	KCNC1 GALR2 KIF5B GAL KCNJ2 ACTN2 ATP1B1 STK39 ADRA2A RAPGEF3 DLG1 AKAP9 ABCC8 KCNQ1 AMIGO1 ADRB2 NOS1AP AGER HBP1 KCNH2 KCNC2 ADORA1 KCNE1L RNF207 OPRK1 ANO6 DNM2 DRD1 NPPA KCNE1 EDN3 ANK2 AKAP6 AKAP7 ATP1B3 ATP1B2 FHL1
988	 422	NA	GRN SETX UNC13A FIG4	0.3607295	0.2375445	0.24947	0.2241705	0.188167	0.191853	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GRN SYNDIG1 NEU1 VEGFA GOLGA4 FAM134C CCL5 CDON SETX IFNG XRCC2 VAMP7 NEUROD1 TMEM30A GPRC5B RHEB PRMT5 NEURL ARHGAP35 PTPRD MMD2 NGFR NEUROG3 STAR PLAG1 ILK STMN2 SLIT2 SLITRK1 RIMS1 IL1RAPL1 ENC1 PARD3 NTRK1 ZEB1 LRRC7 ANAPC2 BMP5 CUX1 PALM KAT2B AMIGO1 RASAL1 NTRK2 LRRTM2 NOTCH1 LIF VEGFC TIAM1 CX3CL1 ZMYND8 LRTM1 TSPO ITPKA ANKRD1 ATOH1 ZNF488 NRG1 FMR1 FLRT1 FKBP1B UFL1 LPHN1 LYN DPYSL3 FBXO31 RNF10 ITGA3 KIAA1598 TWF2 NLGN1 HOXD3 HIF1A ADAMTS1 OXT ID2 NEDD4L CYB5D2 CPEB3 CXCL12 FES DSCAM MAGI2 CLSTN3 IST1 CBFA2T2 TRIM67 LRRTM1 TP73 SMARCD3 PPP2R5B EPHB3 EPHB1 LRRN3 PRPF19 EGF DICER1 CDKL5 FLRT3 GFAP FEZ1 ITSN2 SF3A2 XRCC5 GLI2 SLITRK5 UNC13A VWC2 PAK3 SPHK1 PROX1 NDNF ANKRD27 CCR2 ROBO2 RGS14 WNT2 INPP5E METRN CAMK1 PTK2B NUMB NAP1L2 SOX11 CLSTN2 RND2 LINGO2 CLSTN1 TCF3 CAMK1D BMP4 LRRC24 OBSL1 SEZ6 CAPRIN1 FBXW8 FIG4 STK11 KIF20B CAMK2B RARB EZH2 SCN1B NRCAM CPNE9 EP300 DUOXA1 EPOR PPARG WNT7A ATF1 NCOA1 CSF1 APOE MARCKS ITGB1 MUL1 HNRNPK MAP2K1 EPHA3 IL2 VLDLR IMPACT UBE2V2 HDAC2 LPHN3 FBXO38 MACF1 NEUROD2 SMURF1 ADNP PRKCI ZEB2 SHANK1 SHOX2 BAI2 PARK2 PLK5 NGF ADRA2B FN1 FEZF1 NRXN1 LHX1 SYT4 SERPINF1 DMRTA2 PHOX2B AMIGO2 MECP2 DMD ETV5 LRRC4B NTRK3 ARSB DRD2 PRKD1 IL1B GDF7 CNR1 EPO SPINT1 MAG SLITRK6 BMP7 PAX6 CDC20 MAN2A1 GPR37L1 ABL2 SNX3 NKX6-1 RAP1A CDH4 SKIL CLCF1 GSX2 CAPRIN2 EPHB2 SYT2 MMD CPNE5 GDPD5 GLI3 CRTC1 BMP2 IKBKB TLE6 GSK3B RHOA SRF P2RY2 ASPM SEMA3A GDF6 CNTN1 ASCL1 SPEN SLITRK2 RET EEF2K LIG4 RUFY3 CUX2 NKX2-5 CXCR4 TRPC6 CPNE1 TPBG NKX2-2 WNT5A HES1 FZD3 NRXN3 SERPINE2 AKAP5 SYT17 CRABP2 LTK ZNF335 SOX10 SHH FEZF2 OTP MAP1B DVL1 PTPN5 KIT SS18L1 VWC2L RELN NTF3 PTPRZ1 BHLHB9 EPHA4 SEMA5A SLITRK3 PAFAH1B1 RNF112 PACSIN1 CPEB1 RAB21 DISC1 SRPX2 HMG20B NDRG4 NCKIPSD COBL OLIG2 HGF SOX8 PTN SEMA4D RIMS2 SRRT TCF12 FYN LIMK1 CUL7 FLRT2 MTOR LRRN1 PRKCH AMIGO3 RAB11A CX3CR1 PSEN1 LPAR1 CNTF LRP8 OPA1 TRIM32 PPP1R9A GLI1 MAP2K2 HAP1 PLXNB1 WASF3 ISLR2 BAI1 NEGR1 NLGN3 SYT1 MAPT AVIL TCF4 BRAF IRX3 SLITRK4 RELA BDNF NTN1 DAB2IP LRTM2 PTK6 WNT3 LTA MEF2C PLXNB2 ELL3 CTNNB1 NEUROG1 BEND6 OXTR SEMA7A THBS2 KCTD11 NLGN2 LIN28A RAPGEF1 NRP1 LHX5 NME1 KATNB1 OPRM1 CRX LPAR3 FOXA1 AGRN LPPR5 ROBO1 BAIAP2 BCL6 IL6ST PLXNB3 MEGF8 PCP4 KIDINS220 BCL2 BAI3 EIF4G1 ADCYAP1 FGFR1 MOB2 BMP6 GHRL NKX6-2 STK25 APBB1 MARK2 NPTN PTK7 ARF1 NUMBL ECT2 DNMT3B ATP8A2 SNW1 NBL1 DAB1 CBLN2 ARHGDIA SEMA6A GATA2 BMPR2 GDF5 TIMP2 PAX2 SYT3 TRPV2 SGK1 NDEL1 SMO TNFRSF12A DCT HEYL EFNA5 CPNE6 ADRA2C RAPGEF2 IL6 RRN3 SPAG9 TGIF2 L1CAM CBLN1 LRRTM3 BIN1 RARA SCARF1 BCL11A WNT3A
989	  29	NA	ERBB4	0.821815	0.821815	0.7539065	0.7582215	0.749084	0.7539065	1	1	1	1	1	1	GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	NKX2-5 FGF20 TBX20 GJA1 ERBB4 FGF2 KCNK2 MEF2C CDK1 FGF9 NOG FGFR1 RBP4 TBX5 MAPK14 GATA6 NRG1 HEY2 TP73 TGFBR2 FGFR2 BMP10 CCNB1 SAV1 WNT2 TBX2 NOTCH1 RBPJ MAPK11
